Step	Temp	TotEng	Xlo	Xhi	Ylo	Yhi	Zlo	Zhi	Volume
6575000	1366.9595	-34893.025	-2.3701963	215.9702	-1.3684333	124.69043	-0.5	0.5	27523.742
6600000	1345.798	-34895.516	-2.4496503	216.04965	-1.414306	124.73631	-0.5	0.5	27563.821
6625000	1343.6072	-34914.332	-2.3592919	215.95929	-1.3621376	124.68414	-0.5	0.5	27518.244
6650000	1347.8365	-34884.802	-2.476939	216.07694	-1.4300612	124.75206	-0.5	0.5	27577.592
6675000	1357.0041	-34899.16	-2.358564	215.95856	-1.3617174	124.68372	-0.5	0.5	27517.877
6700000	1381.5757	-34872.92	-2.4866433	216.08664	-1.435664	124.75766	-0.5	0.5	27582.49
6725000	1363.4665	-34887.838	-2.3722899	215.97229	-1.369642	124.69164	-0.5	0.5	27524.798
6750000	1381.5598	-34878.959	-2.4983402	216.09834	-1.4424172	124.76442	-0.5	0.5	27588.395
6775000	1355.4759	-34884.787	-2.3852634	215.98526	-1.3771323	124.69913	-0.5	0.5	27531.34
6800000	1357.0885	-34880.876	-2.4976768	216.09768	-1.4420341	124.76403	-0.5	0.5	27588.06
6825000	1410.0682	-34865.156	-2.4094135	216.00941	-1.3910753	124.71308	-0.5	0.5	27543.521
6850000	1382.7995	-34851.558	-2.4935336	216.09353	-1.4396421	124.76164	-0.5	0.5	27585.969
6875000	1392.9629	-34853.902	-2.4371927	216.03719	-1.4071137	124.72911	-0.5	0.5	27557.535
6900000	1402.0487	-34852.436	-2.48327	216.08327	-1.4337164	124.75572	-0.5	0.5	27580.788
6925000	1384.9547	-34849.784	-2.4724562	216.07246	-1.427473	124.74947	-0.5	0.5	27575.33
6950000	1426.1714	-34819.201	-2.4532515	216.05325	-1.4163852	124.73839	-0.5	0.5	27565.638
6975000	1439.2032	-34804.228	-2.5295718	216.12957	-1.4604488	124.78245	-0.5	0.5	27604.164
7000000	1429.1839	-34812.737	-2.4170557	216.01706	-1.3954876	124.71749	-0.5	0.5	27547.376
7025000	1425.1552	-34809.213	-2.5805293	216.18053	-1.4898691	124.81187	-0.5	0.5	27629.902
7050000	1414.7221	-34835.698	-2.3889223	215.98892	-1.3792447	124.70124	-0.5	0.5	27533.186
7075000	1428.7118	-34790.637	-2.6200741	216.22007	-1.5127003	124.8347	-0.5	0.5	27649.884
7100000	1446.3598	-34806.071	-2.3851943	215.98519	-1.3770923	124.69909	-0.5	0.5	27531.305
7125000	1462.665	-34777.257	-2.6251055	216.22511	-1.5156051	124.83761	-0.5	0.5	27652.427
7150000	1456.4748	-34791.636	-2.4214107	216.02141	-1.3980019	124.72	-0.5	0.5	27549.573
7175000	1463.1787	-34762.905	-2.5990155	216.19902	-1.5005421	124.82254	-0.5	0.5	27639.242
7200000	1496.8187	-34779.888	-2.4649444	216.06494	-1.4231361	124.74514	-0.5	0.5	27571.539
7225000	1468.9753	-34766.434	-2.5768808	216.17688	-1.4877626	124.80976	-0.5	0.5	27628.059
7250000	1476.6435	-34778.334	-2.502104	216.1021	-1.4445902	124.76659	-0.5	0.5	27590.295
7275000	1494.437	-34758.947	-2.5648363	216.16484	-1.4808087	124.80281	-0.5	0.5	27621.974
7300000	1502.485	-34744.714	-2.5357076	216.13571	-1.4639913	124.78599	-0.5	0.5	27607.262
7325000	1474.3614	-34755.525	-2.5521478	216.15215	-1.473483	124.79548	-0.5	0.5	27615.565
7350000	1508.5936	-34722.063	-2.5641794	216.16418	-1.4804294	124.80243	-0.5	0.5	27621.642
7375000	1500.8694	-34740.168	-2.5431953	216.1432	-1.4683143	124.79031	-0.5	0.5	27611.044
7400000	1513.3523	-34727.996	-2.5951023	216.1951	-1.4982828	124.82028	-0.5	0.5	27637.265
7425000	1490.2126	-34743.435	-2.5401701	216.14017	-1.4665677	124.78857	-0.5	0.5	27609.516
7450000	1510.0327	-34737.019	-2.614127	216.21413	-1.5092667	124.83127	-0.5	0.5	27646.878
7475000	1502.0846	-34735.279	-2.5400357	216.14004	-1.4664901	124.78849	-0.5	0.5	27609.448
7500000	1540.553	-34692.342	-2.6286869	216.22869	-1.5176729	124.83967	-0.5	0.5	27654.237
7525000	1523.0091	-34695.371	-2.5479588	216.14796	-1.4710645	124.79306	-0.5	0.5	27613.45
7550000	1554.9277	-34669.27	-2.6463825	216.24638	-1.5278894	124.84989	-0.5	0.5	27663.181
7575000	1543.0217	-34697.276	-2.5506947	216.15069	-1.472644	124.79464	-0.5	0.5	27614.831
7600000	1550.4325	-34684.487	-2.6554582	216.25546	-1.5331293	124.85513	-0.5	0.5	27667.769
7625000	1559.6718	-34673.35	-2.5719142	216.17191	-1.4848952	124.8069	-0.5	0.5	27625.55
7650000	1529.5255	-34690.394	-2.6448649	216.24486	-1.5270133	124.84901	-0.5	0.5	27662.414
7675000	1574.6836	-34653.824	-2.6023263	216.20233	-1.5024536	124.82445	-0.5	0.5	27640.915
7700000	1559.356	-34680.008	-2.6347533	216.23475	-1.5211753	124.84318	-0.5	0.5	27657.303
7725000	1561.591	-34670.827	-2.6324824	216.23248	-1.5198642	124.84186	-0.5	0.5	27656.155
7750000	1589.3048	-34649.697	-2.6250977	216.2251	-1.5156007	124.8376	-0.5	0.5	27652.423
7775000	1577.7455	-34652.237	-2.6658718	216.26587	-1.5391416	124.86114	-0.5	0.5	27673.034
7800000	1593.9236	-34631.573	-2.6065624	216.20656	-1.5048993	124.8269	-0.5	0.5	27643.056
7825000	1564.1042	-34624.711	-2.7077582	216.30776	-1.5633247	124.88532	-0.5	0.5	27694.216
7850000	1618.3121	-34612.941	-2.5897484	216.18975	-1.4951917	124.81719	-0.5	0.5	27634.56
7875000	1597.7707	-34617.24	-2.7462936	216.34629	-1.5855731	124.90757	-0.5	0.5	27713.711
7900000	1579.4288	-34644.655	-2.5650674	216.16507	-1.4809421	124.80294	-0.5	0.5	27622.091
7925000	1620.7964	-34582.312	-2.792083	216.39208	-1.6120096	124.93401	-0.5	0.5	27736.884
7950000	1598.0579	-34624.725	-2.5449161	216.14492	-1.4693078	124.79131	-0.5	0.5	27611.913
7975000	1617.6854	-34593.159	-2.8269064	216.42691	-1.6321149	124.95411	-0.5	0.5	27754.514
8000000	1602.2491	-34618.516	-2.5448732	216.14487	-1.469283	124.79128	-0.5	0.5	27611.891
8025000	1628.2513	-34582.276	-2.8211181	216.42112	-1.6287731	124.95077	-0.5	0.5	27751.583
8050000	1648.9524	-34566.779	-2.5928638	216.19286	-1.4969904	124.81899	-0.5	0.5	27636.134
8075000	1640.2804	-34552.573	-2.7744944	216.37449	-1.6018549	124.92385	-0.5	0.5	27727.981
8100000	1612.6501	-34586.618	-2.6696895	216.26969	-1.5413457	124.86335	-0.5	0.5	27674.965
8125000	1668.078	-34559.286	-2.7215314	216.32153	-1.5712767	124.89328	-0.5	0.5	27701.183
8150000	1630.948	-34588.055	-2.7244964	216.3245	-1.5729885	124.89499	-0.5	0.5	27702.683
8175000	1672.6179	-34540.101	-2.7026054	216.30261	-1.5603497	124.88235	-0.5	0.5	27691.61
8200000	1705.8784	-34532.897	-2.7501256	216.35013	-1.5877855	124.90979	-0.5	0.5	27715.65
8225000	1639.7627	-34573.637	-2.7040016	216.304	-1.5611558	124.88316	-0.5	0.5	27692.316
8250000	1681.3335	-34549.12	-2.775415	216.37542	-1.6023864	124.92439	-0.5	0.5	27728.447
8275000	1703.3277	-34546.835	-2.7008128	216.30081	-1.5593148	124.88131	-0.5	0.5	27690.703
8300000	1694.2285	-34503.719	-2.7947743	216.39477	-1.6135635	124.93556	-0.5	0.5	27738.246
8325000	1707.5486	-34518.109	-2.6993435	216.29934	-1.5584665	124.88047	-0.5	0.5	27689.96
8350000	1702.9088	-34498.774	-2.814177	216.41418	-1.6247656	124.94677	-0.5	0.5	27748.068
8375000	1700.4849	-34524.84	-2.7021717	216.30217	-1.5600993	124.8821	-0.5	0.5	27691.391
8400000	1700.404	-34505.681	-2.824012	216.42401	-1.6304439	124.95244	-0.5	0.5	27753.048
8425000	1723.3835	-34519.92	-2.7230049	216.323	-1.5721274	124.89413	-0.5	0.5	27701.928
8450000	1729.3183	-34473.411	-2.8184446	216.41844	-1.6272295	124.94923	-0.5	0.5	27750.229
8475000	1711.759	-34485.93	-2.7472605	216.34726	-1.5861314	124.90813	-0.5	0.5	27714.2
8500000	1719.8045	-34485.132	-2.8143649	216.41436	-1.6248741	124.94687	-0.5	0.5	27748.164
8525000	1757.7901	-34450.456	-2.7749341	216.37493	-1.6021087	124.92411	-0.5	0.5	27728.204
8550000	1743.9339	-34452.879	-2.815526	216.41553	-1.6255444	124.94754	-0.5	0.5	27748.751
8575000	1758.1989	-34422.156	-2.7906692	216.39067	-1.6111934	124.93319	-0.5	0.5	27736.168
8600000	1764.7165	-34428.042	-2.8037745	216.40377	-1.6187597	124.94076	-0.5	0.5	27742.802
8625000	1751.5525	-34463.494	-2.8279869	216.42799	-1.6327388	124.95474	-0.5	0.5	27755.061
8650000	1770.7424	-34447.774	-2.7939655	216.39397	-1.6130965	124.9351	-0.5	0.5	27737.837
8675000	1755.8583	-34430.985	-2.8582993	216.4583	-1.6502396	124.97224	-0.5	0.5	27770.411
8700000	1753.621	-34437.31	-2.7871612	216.38716	-1.609168	124.93117	-0.5	0.5	27734.392
8725000	1787.4421	-34409.542	-2.8800359	216.48004	-1.6627892	124.98479	-0.5	0.5	27781.422
8750000	1752.7013	-34455.464	-2.7811181	216.38112	-1.6056791	124.92768	-0.5	0.5	27731.334
8775000	1771.4859	-34424.695	-2.9008654	216.50087	-1.6748152	124.99682	-0.5	0.5	27791.975
8800000	1816.6758	-34407.07	-2.7838863	216.38389	-1.6072773	124.92928	-0.5	0.5	27732.735
8825000	1809.9515	-34379.386	-2.9177721	216.51777	-1.6845763	125.00658	-0.5	0.5	27800.542
8850000	1805.9089	-34397.503	-2.7900918	216.39009	-1.61086	124.93286	-0.5	0.5	27735.876
8875000	1801.1011	-34392.309	-2.9337403	216.53374	-1.6937955	125.0158	-0.5	0.5	27808.635
8900000	1804.719	-34405.829	-2.8006356	216.40064	-1.6169475	124.93895	-0.5	0.5	27741.213
8925000	1801.338	-34396.738	-2.942501	216.5425	-1.6988535	125.02085	-0.5	0.5	27813.075
8950000	1820.8815	-34374.651	-2.8014131	216.40141	-1.6173964	124.9394	-0.5	0.5	27741.607
8975000	1823.5763	-34334.78	-2.9505324	216.55053	-1.7034904	125.02549	-0.5	0.5	27817.146
9000000	1801.7061	-34388.85	-2.8328728	216.43287	-1.6355596	124.95756	-0.5	0.5	27757.535
9025000	1857.4288	-34331.993	-2.9384696	216.53847	-1.696526	125.01853	-0.5	0.5	27811.032
9050000	1851.4669	-34344.98	-2.8801726	216.48017	-1.6628682	124.98487	-0.5	0.5	27781.491
9075000	1862.3393	-34325.132	-2.899045	216.49904	-1.6737642	124.99576	-0.5	0.5	27791.053
9100000	1820.6601	-34345.44	-2.9339706	216.53397	-1.6939285	125.01593	-0.5	0.5	27808.751
9125000	1837.0943	-34361.073	-2.8685282	216.46853	-1.6561453	124.97815	-0.5	0.5	27775.593
9150000	1864.2473	-34310.11	-2.9753749	216.57537	-1.7178332	125.03983	-0.5	0.5	27829.741
9175000	1910.2052	-34294.6	-2.8522379	216.45224	-1.6467401	124.96874	-0.5	0.5	27767.341
9200000	1866.8178	-34305.727	-3.0063146	216.60631	-1.7356963	125.0577	-0.5	0.5	27845.43
9225000	1871.3962	-34312.713	-2.8604196	216.46042	-1.6514638	124.97346	-0.5	0.5	27771.485
9250000	1919.4563	-34272.457	-3.0095093	216.60951	-1.7375408	125.05954	-0.5	0.5	27847.051
9275000	1888.6164	-34299.094	-2.8795188	216.47952	-1.6624907	124.98449	-0.5	0.5	27781.16
9300000	1883.3558	-34282.746	-3.0012395	216.60124	-1.7327662	125.05477	-0.5	0.5	27842.856
9325000	1878.2829	-34300.075	-2.9095251	216.50953	-1.6798148	125.00181	-0.5	0.5	27796.363
9350000	1855.6863	-34310.597	-2.989758	216.58976	-1.7261373	125.04814	-0.5	0.5	27837.034
9375000	1953.0177	-34260.69	-2.9346138	216.53461	-1.6942999	125.0163	-0.5	0.5	27809.077
9400000	1901.7342	-34293.241	-2.9916201	216.59162	-1.7272124	125.04921	-0.5	0.5	27837.978
9425000	1928.7669	-34259.438	-2.9536988	216.5537	-1.7053186	125.02732	-0.5	0.5	27818.751
9450000	1907.0265	-34263.499	-2.9874763	216.58748	-1.72482	125.04682	-0.5	0.5	27835.877
9475000	1939.7082	-34260.673	-2.9818338	216.58183	-1.7215623	125.04356	-0.5	0.5	27833.016
9500000	1919.4582	-34273.221	-2.9847395	216.58474	-1.7232399	125.04524	-0.5	0.5	27834.489
9525000	1965.9983	-34237.26	-3.0005766	216.60058	-1.7323834	125.05438	-0.5	0.5	27842.52
9550000	1982.7547	-34190.75	-2.9779605	216.57796	-1.719326	125.04133	-0.5	0.5	27831.052
9575000	1913.1998	-34253.397	-3.0345139	216.63451	-1.7519772	125.07398	-0.5	0.5	27859.734
9600000	1950.4006	-34235.387	-2.9717825	216.57178	-1.7157592	125.03776	-0.5	0.5	27827.919
9625000	1965.3556	-34210.235	-3.0512994	216.6513	-1.7616683	125.08367	-0.5	0.5	27868.25
9650000	1970.1296	-34217.215	-2.9709354	216.57094	-1.7152701	125.03727	-0.5	0.5	27827.49
9675000	1957.1053	-34216.283	-3.0780379	216.67804	-1.7771057	125.09911	-0.5	0.5	27881.818
9700000	1970.6657	-34216.66	-2.9624884	216.56249	-1.7103932	125.03239	-0.5	0.5	27823.207
9725000	1966.6194	-34199.139	-3.1026274	216.70263	-1.7913025	125.1133	-0.5	0.5	27894.299
9750000	1950.7181	-34198.225	-2.9651213	216.56512	-1.7119133	125.03391	-0.5	0.5	27824.542
9775000	1950.4194	-34185.475	-3.1171102	216.71711	-1.7996642	125.12166	-0.5	0.5	27901.651
9800000	2006.4721	-34182.057	-2.9786886	216.57869	-1.7197464	125.04175	-0.5	0.5	27831.421
9825000	1968.7668	-34187.119	-3.1115493	216.71155	-1.7964536	125.11845	-0.5	0.5	27898.828
9850000	1962.5362	-34197.518	-3.0140129	216.61401	-1.7401409	125.06214	-0.5	0.5	27849.335
9875000	1940.4961	-34181.822	-3.0871751	216.68718	-1.7823811	125.10438	-0.5	0.5	27886.456
9900000	2069.217	-34116.92	-3.0551206	216.65512	-1.7638745	125.08587	-0.5	0.5	27870.189
9925000	2028.9799	-34140.552	-3.0663772	216.66638	-1.7703734	125.09237	-0.5	0.5	27875.901
9950000	2035.485	-34129.545	-3.1206852	216.72069	-1.8017282	125.12373	-0.5	0.5	27903.466
9975000	2055.9327	-34144.449	-3.0051158	216.60512	-1.7350042	125.057	-0.5	0.5	27844.822
10000000	2006.8975	-34108.067	-3.2082073	216.80821	-1.8522591	125.17426	-0.5	0.5	27947.919
10025000	2011.9243	-34189.978	-2.9456875	216.54569	-1.7006932	125.02269	-0.5	0.5	27814.69
10050000	2035.0368	-34090.177	-3.2519064	216.85191	-1.8774888	125.19949	-0.5	0.5	27970.127
10075000	2034.2947	-34125.125	-2.9686426	216.56864	-1.7139464	125.03595	-0.5	0.5	27826.327
10100000	2070.4027	-34064.001	-3.2220176	216.82202	-1.8602325	125.18223	-0.5	0.5	27954.937
10125000	2020.8692	-34121.557	-3.0190256	216.61903	-1.743035	125.06503	-0.5	0.5	27851.877
10150000	2052.9848	-34093.508	-3.1998338	216.79983	-1.8474246	125.16942	-0.5	0.5	27943.665
10175000	2030.7031	-34088.521	-3.0565678	216.65657	-1.76471	125.08671	-0.5	0.5	27870.923
10200000	2099.6906	-34076.102	-3.1888141	216.78881	-1.8410624	125.16306	-0.5	0.5	27938.066
10225000	2094.2963	-34074.571	-3.0840277	216.68403	-1.7805639	125.10256	-0.5	0.5	27884.858
10250000	2046.702	-34084.049	-3.1708585	216.77086	-1.8306957	125.1527	-0.5	0.5	27928.945
10275000	2089.9689	-34060.083	-3.1206344	216.72063	-1.8016989	125.1237	-0.5	0.5	27903.44
10300000	2087.6447	-34043.504	-3.1662122	216.76621	-1.8280132	125.15001	-0.5	0.5	27926.585
10325000	2158.3413	-34029.198	-3.1433517	216.74335	-1.8148147	125.13681	-0.5	0.5	27914.975
10350000	2065.7506	-34080.945	-3.1666419	216.76664	-1.8282613	125.15026	-0.5	0.5	27926.803
10375000	2096.0679	-34046.366	-3.1634058	216.76341	-1.8263929	125.14839	-0.5	0.5	27925.16
10400000	2086.6154	-34056.679	-3.1557397	216.75574	-1.8219669	125.14397	-0.5	0.5	27921.266
10425000	2136.1547	-34010.601	-3.1944703	216.79447	-1.844328	125.16633	-0.5	0.5	27940.94
10450000	2117.1524	-34024.265	-3.1564329	216.75643	-1.8223671	125.14437	-0.5	0.5	27921.618
10475000	2111.383	-34013.997	-3.2127413	216.81274	-1.8548768	125.17688	-0.5	0.5	27950.223
10500000	2140.5365	-34010.509	-3.1553607	216.75536	-1.8217481	125.14375	-0.5	0.5	27921.074
10525000	2113.463	-34005.844	-3.2343508	216.83435	-1.867353	125.18935	-0.5	0.5	27961.204
10550000	2163.5682	-33983.443	-3.1536531	216.75365	-1.8207622	125.14276	-0.5	0.5	27920.207
10575000	2110.1133	-34007.759	-3.2574731	216.85747	-1.8807027	125.2027	-0.5	0.5	27972.957
10600000	2171.9765	-34006.976	-3.1446938	216.74469	-1.8155895	125.13759	-0.5	0.5	27915.657
10625000	2107.5613	-34023.924	-3.2856604	216.88566	-1.8969766	125.21898	-0.5	0.5	27987.287
10650000	2118.5703	-34005.412	-3.1404369	216.74044	-1.8131318	125.13513	-0.5	0.5	27913.495
10675000	2110.2688	-33985.913	-3.3061287	216.90613	-1.908794	125.23079	-0.5	0.5	27997.696
10700000	2183.8145	-33968.633	-3.142732	216.74273	-1.8144569	125.13646	-0.5	0.5	27914.661
10725000	2191.0916	-33918.379	-3.3242844	216.92428	-1.9192762	125.24128	-0.5	0.5	28006.93
10750000	2163.7295	-33972.274	-3.1622373	216.76224	-1.8257183	125.14772	-0.5	0.5	27924.566
10775000	2175.2418	-33956.146	-3.3006983	216.9007	-1.9056588	125.22766	-0.5	0.5	27994.934
10800000	2176.1141	-33959.475	-3.2161561	216.81616	-1.8568483	125.17885	-0.5	0.5	27951.958
10825000	2206.1842	-33918.977	-3.2622381	216.86224	-1.8834538	125.20545	-0.5	0.5	27975.379
10850000	2244.3892	-33899.932	-3.2800803	216.88008	-1.893755	125.21575	-0.5	0.5	27984.45
10875000	2136.4123	-33957.176	-3.220064	216.82006	-1.8591046	125.1811	-0.5	0.5	27953.944
10900000	2241.9417	-33893.142	-3.3227401	216.92274	-1.9183846	125.24038	-0.5	0.5	28006.144
10925000	2212.5052	-33921.507	-3.2074245	216.80742	-1.8518071	125.17381	-0.5	0.5	27947.521
10950000	2214.5274	-33897.947	-3.3445378	216.94454	-1.9309695	125.25297	-0.5	0.5	28017.232
10975000	2257.0279	-33905.304	-3.2252908	216.82529	-1.8621222	125.18412	-0.5	0.5	27956.6
11000000	2226.9768	-33904.64	-3.3448863	216.94489	-1.9311707	125.25317	-0.5	0.5	28017.41
11025000	2266.4431	-33870.591	-3.2422132	216.84221	-1.8718924	125.19389	-0.5	0.5	27965.2
11050000	2272.5727	-33857.812	-3.3441696	216.94417	-1.9307569	125.25276	-0.5	0.5	28017.045
11075000	2290.7333	-33868.587	-3.2691316	216.86913	-1.8874337	125.20943	-0.5	0.5	27978.884
11100000	2271.9643	-33840.914	-3.3391885	216.93919	-1.9278811	125.24988	-0.5	0.5	28014.511
11125000	2227.5082	-33898.759	-3.2835193	216.88352	-1.8957405	125.21774	-0.5	0.5	27986.199
11150000	2343.9444	-33797.03	-3.3482157	216.94822	-1.933093	125.25509	-0.5	0.5	28019.103
11175000	2280.5623	-33839.842	-3.2993491	216.89935	-1.9048798	125.22688	-0.5	0.5	27994.248
11200000	2240.3403	-33847.097	-3.3473588	216.94736	-1.9325982	125.2546	-0.5	0.5	28018.668
11225000	2297.4775	-33863.887	-3.3172603	216.91726	-1.9152209	125.23722	-0.5	0.5	28003.357
11250000	2227.5479	-33857.915	-3.3457439	216.94574	-1.9316658	125.25367	-0.5	0.5	28017.846
11275000	2260.3212	-33841.842	-3.3487623	216.94876	-1.9334085	125.25541	-0.5	0.5	28019.382
11300000	2288.7209	-33852.613	-3.3304933	216.93049	-1.9228609	125.24486	-0.5	0.5	28010.088
11325000	2219.541	-33889.807	-3.3816871	216.98169	-1.9524177	125.27442	-0.5	0.5	28036.135
11350000	2338.6509	-33787.205	-3.3206719	216.92067	-1.9171906	125.23919	-0.5	0.5	28005.092
11375000	2303.3606	-33812.605	-3.4103682	217.01037	-1.9689767	125.29098	-0.5	0.5	28050.733
11400000	2344.7625	-33788.449	-3.3097269	216.90973	-1.9108714	125.23287	-0.5	0.5	27999.526
11425000	2305.2729	-33770.817	-3.4437127	217.04371	-1.9882282	125.31023	-0.5	0.5	28067.709
11450000	2361.4969	-33767.258	-3.2959399	216.89594	-1.9029115	125.22491	-0.5	0.5	27992.514
11475000	2352.5693	-33739.435	-3.4808332	217.08083	-2.0096597	125.33166	-0.5	0.5	28086.614
11500000	2350.9562	-33777.299	-3.2871012	216.8871	-1.8978085	125.21981	-0.5	0.5	27988.02
11525000	2328.577	-33778.18	-3.5019701	217.10197	-2.0218631	125.34386	-0.5	0.5	28097.381
11550000	2326.2227	-33800.682	-3.2948667	216.89487	-1.9022919	125.22429	-0.5	0.5	27991.969
11575000	2317.8572	-33767.71	-3.4989028	217.0989	-2.0200922	125.34209	-0.5	0.5	28095.818
11600000	2350.6097	-33756.589	-3.3321895	216.93219	-1.9238402	125.24584	-0.5	0.5	28010.951
11625000	2299.0411	-33761.179	-3.468887	217.06889	-2.0027626	125.32476	-0.5	0.5	28080.529
11650000	2323.1081	-33746.487	-3.3848371	216.98484	-1.9542363	125.27624	-0.5	0.5	28037.738
11675000	2358.503	-33747.775	-3.4359178	217.03592	-1.9837278	125.30573	-0.5	0.5	28063.74
11700000	2392.2066	-33717.622	-3.4346579	217.03466	-1.9830004	125.305	-0.5	0.5	28063.098
11725000	2328.0105	-33734.177	-3.4033547	217.00335	-1.9649275	125.28693	-0.5	0.5	28047.163
11750000	2431.2551	-33686.014	-3.4876402	217.08764	-2.0135897	125.33559	-0.5	0.5	28090.081
11775000	2416.2789	-33689.89	-3.3767374	216.97674	-1.94956	125.27156	-0.5	0.5	28033.616
11800000	2415.3488	-33660.963	-3.5159284	217.11593	-2.0299219	125.35192	-0.5	0.5	28104.493
11825000	2326.6412	-33756.416	-3.3919585	216.99196	-1.9583479	125.28035	-0.5	0.5	28041.362
11850000	2315.132	-33768.31	-3.5093303	217.10933	-2.0261125	125.34811	-0.5	0.5	28101.131
11875000	2424.291	-33714.683	-3.4179706	217.01797	-1.973366	125.29537	-0.5	0.5	28054.603
11900000	2420.8226	-33629.355	-3.5127723	217.11277	-2.0280998	125.3501	-0.5	0.5	28102.885
11925000	2467.7535	-33649.708	-3.4331001	217.0331	-1.982101	125.3041	-0.5	0.5	28062.305
11950000	2414.0561	-33698.744	-3.5119458	217.11195	-2.0276226	125.34962	-0.5	0.5	28102.464
11975000	2425.1563	-33678.435	-3.461478	217.06148	-1.998485	125.32048	-0.5	0.5	28076.756
12000000	2478.7806	-33648.36	-3.499692	217.09969	-2.0205478	125.34255	-0.5	0.5	28096.22
12025000	2403.3999	-33673.188	-3.4832827	217.08328	-2.0110739	125.33307	-0.5	0.5	28087.861
12050000	2492.3748	-33628.509	-3.4939278	217.09393	-2.0172199	125.33922	-0.5	0.5	28093.284
12075000	2500.3103	-33618.729	-3.5083497	217.10835	-2.0255464	125.34755	-0.5	0.5	28100.631
12100000	2448.1852	-33657.78	-3.4966576	217.09666	-2.0187959	125.3408	-0.5	0.5	28094.675
12125000	2438.0379	-33637.184	-3.5332088	217.13321	-2.0398988	125.3619	-0.5	0.5	28113.298
12150000	2487.7995	-33616.042	-3.4917902	217.09179	-2.0159857	125.33799	-0.5	0.5	28092.195
12175000	2435.716	-33608.453	-3.5588177	217.15882	-2.0546841	125.37668	-0.5	0.5	28126.35
12200000	2468.1814	-33614.456	-3.4767213	217.07672	-2.0072857	125.32929	-0.5	0.5	28084.519
12225000	2465.0304	-33588.265	-3.5966041	217.1966	-2.0765	125.3985	-0.5	0.5	28145.614
12250000	2441.7637	-33623.217	-3.4615794	217.06158	-1.9985435	125.32054	-0.5	0.5	28076.807
12275000	2471.9175	-33591.497	-3.6421308	217.24213	-2.1027849	125.42478	-0.5	0.5	28168.833
12300000	2574.0101	-33561.747	-3.4331429	217.03314	-1.9821257	125.30413	-0.5	0.5	28062.327
12325000	2525.2538	-33570.857	-3.673417	217.27342	-2.120848	125.44285	-0.5	0.5	28184.795
12350000	2451.9618	-33604.361	-3.436134	217.03613	-1.9838526	125.30585	-0.5	0.5	28063.85
12375000	2505.3629	-33554.923	-3.6771359	217.27714	-2.1229951	125.445	-0.5	0.5	28186.692
12400000	2498.2884	-33582.848	-3.4621158	217.06212	-1.9988532	125.32085	-0.5	0.5	28077.08
12425000	2486.7448	-33545.03	-3.6549501	217.25495	-2.1101861	125.43219	-0.5	0.5	28175.373
12450000	2519.2773	-33556.226	-3.5257616	217.12576	-2.0355991	125.3576	-0.5	0.5	28109.503
12475000	2518.1608	-33550.643	-3.6051533	217.20515	-2.0814359	125.40344	-0.5	0.5	28149.974
12500000	2492.2471	-33533.487	-3.5939608	217.19396	-2.074974	125.39697	-0.5	0.5	28144.266
12525000	2515.3694	-33572.312	-3.5525598	217.15256	-2.0510711	125.37307	-0.5	0.5	28123.161
12550000	2548.1826	-33506.442	-3.6387179	217.23872	-2.1008145	125.42281	-0.5	0.5	28167.092
12575000	2535.8509	-33548.956	-3.5439355	217.14394	-2.0460918	125.36809	-0.5	0.5	28118.765
12600000	2487.0281	-33543.62	-3.6735471	217.27355	-2.1209231	125.44292	-0.5	0.5	28184.861
12625000	2587.4309	-33498.553	-3.5438722	217.14387	-2.0460553	125.36806	-0.5	0.5	28118.733
12650000	2547.4103	-33507.028	-3.6988445	217.29884	-2.1355286	125.45753	-0.5	0.5	28197.771
12675000	2582.5075	-33517.685	-3.5355276	217.13553	-2.0412375	125.36324	-0.5	0.5	28114.48
12700000	2565.3952	-33498.167	-3.7061242	217.30612	-2.1397315	125.46173	-0.5	0.5	28201.486
12725000	2506.9519	-33558.443	-3.5623079	217.16231	-2.0566991	125.3787	-0.5	0.5	28128.129
12750000	2550.4406	-33483.274	-3.6970003	217.297	-2.1344638	125.45646	-0.5	0.5	28196.83
12775000	2562.6906	-33481.653	-3.5906951	217.1907	-2.0730885	125.39509	-0.5	0.5	28142.601
12800000	2614.5669	-33421.059	-3.6757681	217.27577	-2.1222054	125.44421	-0.5	0.5	28185.994
12825000	2595.5147	-33498.991	-3.6288669	217.22887	-2.095127	125.41713	-0.5	0.5	28162.067
12850000	2616.9722	-33456.129	-3.6666047	217.2666	-2.1169149	125.43891	-0.5	0.5	28181.319
12875000	2611.8693	-33429.175	-3.6578313	217.25783	-2.1118496	125.43385	-0.5	0.5	28176.843
12900000	2653.5245	-33402.553	-3.6658253	217.26583	-2.1164649	125.43846	-0.5	0.5	28180.921
12925000	2618.6874	-33413.931	-3.6892862	217.28929	-2.1300101	125.45201	-0.5	0.5	28192.893
12950000	2605.1131	-33466.829	-3.6425849	217.24258	-2.1030471	125.42505	-0.5	0.5	28169.065
12975000	2577.4984	-33440.367	-3.7263512	217.32635	-2.1514096	125.47341	-0.5	0.5	28211.811
13000000	2568.8439	-33459.02	-3.629362	217.22936	-2.0954128	125.41741	-0.5	0.5	28162.32
13025000	2628.6662	-33403.625	-3.776516	217.37652	-2.1803722	125.50237	-0.5	0.5	28237.426
