Step	Temp	TotEng	Xlo	Xhi	Ylo	Yhi	Zlo	Zhi	Volume
13050000	2620.6164	-33423.02	-3.5937332	217.19373	-2.0748425	125.39684	-0.5	0.5	28144.15
13075000	2661.5325	-33383.986	-3.8173225	217.41732	-2.2039318	125.52593	-0.5	0.5	28258.271
13100000	2664.7906	-33439.876	-3.5755629	217.17556	-2.0643519	125.38635	-0.5	0.5	28134.886
13125000	2669.3449	-33357.137	-3.8660901	217.46609	-2.2320878	125.55409	-0.5	0.5	28283.193
13150000	2681.8123	-33401.32	-3.5423646	217.14236	-2.0451849	125.36718	-0.5	0.5	28117.964
13175000	2662.1933	-33401.911	-3.891707	217.49171	-2.2468777	125.56888	-0.5	0.5	28296.288
13200000	2681.0203	-33389.976	-3.5735397	217.17354	-2.0631838	125.38518	-0.5	0.5	28133.855
13225000	2659.6189	-33364.548	-3.8450981	217.4451	-2.2199681	125.54197	-0.5	0.5	28272.464
13250000	2684.4295	-33361.425	-3.6683045	217.2683	-2.1178963	125.4399	-0.5	0.5	28182.186
13275000	2682.61	-33346.705	-3.7661011	217.3661	-2.1743592	125.49636	-0.5	0.5	28232.107
13300000	2685.0933	-33348.593	-3.7510801	217.35108	-2.1656868	125.48769	-0.5	0.5	28224.437
13325000	2702.2949	-33369.365	-3.7330909	217.33309	-2.1553008	125.4773	-0.5	0.5	28215.252
13350000	2718.2399	-33317.234	-3.7822701	217.38227	-2.1836943	125.50569	-0.5	0.5	28240.365
13375000	2709.6136	-33324.335	-3.7247303	217.32473	-2.1504737	125.47247	-0.5	0.5	28210.984
13400000	2720.5325	-33320.02	-3.8077115	217.40771	-2.1983829	125.52038	-0.5	0.5	28253.361
13425000	2664.6604	-33361.294	-3.7188678	217.31887	-2.147089	125.46909	-0.5	0.5	28207.991
13450000	2700.5693	-33309.728	-3.8256207	217.42562	-2.2087228	125.53072	-0.5	0.5	28262.511
13475000	2737.9451	-33297.658	-3.725832	217.32583	-2.1511098	125.47311	-0.5	0.5	28211.546
13500000	2774.2852	-33249.408	-3.8294503	217.42945	-2.2109339	125.53293	-0.5	0.5	28264.468
13525000	2754.0256	-33303.524	-3.7357727	217.33577	-2.1568491	125.47885	-0.5	0.5	28216.621
13550000	2753.0157	-33262.732	-3.8485246	217.44852	-2.2219464	125.54395	-0.5	0.5	28274.215
13575000	2793.3137	-33256.638	-3.7473079	217.34731	-2.1635089	125.48551	-0.5	0.5	28222.511
13600000	2735.6616	-33224.925	-3.8601402	217.46014	-2.2286527	125.55065	-0.5	0.5	28280.152
13625000	2721.5746	-33305.657	-3.7595649	217.35956	-2.1705855	125.49259	-0.5	0.5	28228.769
13650000	2838.61	-33216.605	-3.8573775	217.45738	-2.2270576	125.54906	-0.5	0.5	28278.74
13675000	2755.698	-33249.85	-3.7783876	217.37839	-2.1814528	125.50345	-0.5	0.5	28238.382
13700000	2790.2567	-33256.158	-3.8553786	217.45538	-2.2259036	125.5479	-0.5	0.5	28277.718
13725000	2788.84	-33242.887	-3.807686	217.40769	-2.1983682	125.52037	-0.5	0.5	28253.348
13750000	2813.4151	-33213.854	-3.8341324	217.43413	-2.2136371	125.53564	-0.5	0.5	28266.86
13775000	2779.0939	-33250.02	-3.8487147	217.44871	-2.2220561	125.54406	-0.5	0.5	28274.312
13800000	2780.8801	-33242.647	-3.8040577	217.40406	-2.1962734	125.51827	-0.5	0.5	28251.494
13825000	2683.6434	-33276.024	-3.9215579	217.52156	-2.2641122	125.58611	-0.5	0.5	28311.552
13850000	2820.651	-33257.016	-3.7365349	217.33653	-2.1572891	125.47929	-0.5	0.5	28217.01
13875000	2840.15	-33168.668	-3.9986637	217.59866	-2.3086292	125.63063	-0.5	0.5	28350.998
13900000	2834.8378	-33228.394	-3.7083352	217.30834	-2.141008	125.46301	-0.5	0.5	28202.615
13925000	2793.8773	-33182.823	-4.0157168	217.61572	-2.3184748	125.64047	-0.5	0.5	28359.725
13950000	2858.9465	-33167.964	-3.7331008	217.3331	-2.1553064	125.47731	-0.5	0.5	28215.257
13975000	2839.7227	-33157.242	-4.0015833	217.60158	-2.3103148	125.63231	-0.5	0.5	28352.492
14000000	2823.5108	-33223.97	-3.7760305	217.37603	-2.1800919	125.50209	-0.5	0.5	28237.178
14025000	2895.5082	-33108.401	-3.9780021	217.578	-2.2967002	125.6187	-0.5	0.5	28340.425
14050000	2865.0925	-33169.599	-3.8240275	217.42403	-2.207803	125.5298	-0.5	0.5	28261.697
14075000	2837.9022	-33156.685	-3.939292	217.53929	-2.2743509	125.59635	-0.5	0.5	28320.622
14100000	2850.9316	-33157.641	-3.8708601	217.47086	-2.2348418	125.55684	-0.5	0.5	28285.631
14125000	2845.3058	-33119.541	-3.9057921	217.50579	-2.2550098	125.57701	-0.5	0.5	28303.49
14150000	2852.2578	-33149.807	-3.9250503	217.52505	-2.2661285	125.58813	-0.5	0.5	28313.338
14175000	2829.2059	-33140.515	-3.8871809	217.48718	-2.2442646	125.56626	-0.5	0.5	28293.974
14200000	2850.6676	-33132.326	-3.9606634	217.56066	-2.2866897	125.60869	-0.5	0.5	28331.554
14225000	2928.0618	-33077.646	-3.8756572	217.47566	-2.2376114	125.55961	-0.5	0.5	28288.083
14250000	2965.8752	-33083.199	-3.9931083	217.59311	-2.3054218	125.62742	-0.5	0.5	28348.155
14275000	2883.2781	-33149.297	-3.8669266	217.46693	-2.2325708	125.55457	-0.5	0.5	28283.62
14300000	2894.3432	-33103.408	-4.003732	217.60373	-2.3115554	125.63356	-0.5	0.5	28353.592
14325000	2904.0317	-33117.033	-3.8785727	217.47857	-2.2392947	125.56129	-0.5	0.5	28289.574
14350000	2871.7437	-33096.836	-4.0182545	217.61825	-2.31994	125.64194	-0.5	0.5	28361.024
14375000	2908.5925	-33112.828	-3.8930729	217.49307	-2.2476664	125.56967	-0.5	0.5	28296.987
14400000	2920.7142	-33091.879	-4.0093949	217.60939	-2.3148249	125.63682	-0.5	0.5	28356.49
14425000	2861.047	-33108.214	-3.920963	217.52096	-2.2637687	125.58577	-0.5	0.5	28311.248
14450000	2837.6826	-33113.503	-4.0079654	217.60797	-2.3139995	125.636	-0.5	0.5	28355.758
14475000	2938.6322	-33077.799	-3.9518097	217.55181	-2.2815781	125.60358	-0.5	0.5	28327.025
14500000	2895.4936	-33070.376	-3.9765408	217.57654	-2.2958566	125.61786	-0.5	0.5	28339.677
14525000	3013.5861	-33032.15	-4.0128571	217.61286	-2.3168238	125.63882	-0.5	0.5	28358.262
14550000	2913.2992	-33049.012	-3.9296802	217.52968	-2.2688016	125.5908	-0.5	0.5	28315.706
14575000	2966.6575	-32974.515	-4.0966439	217.69664	-2.3651981	125.6872	-0.5	0.5	28401.162
14600000	2981.5178	-33033.877	-3.853188	217.45319	-2.2246388	125.54664	-0.5	0.5	28276.598
14625000	2947.5263	-32994.873	-4.170497	217.7705	-2.4078372	125.72984	-0.5	0.5	28439.003
14650000	2955.5833	-33069.021	-3.8417986	217.4418	-2.2180632	125.54006	-0.5	0.5	28270.778
14675000	2960.6958	-33021.23	-4.1709496	217.77095	-2.4080985	125.7301	-0.5	0.5	28439.235
14700000	3001.3872	-33030.207	-3.8786949	217.47869	-2.2393652	125.56137	-0.5	0.5	28289.636
14725000	3002.9573	-32978.479	-4.1373496	217.73735	-2.3886996	125.7107	-0.5	0.5	28422.016
14750000	2963.8448	-33030.88	-3.9340701	217.53407	-2.2713361	125.59334	-0.5	0.5	28317.951
14775000	3023.8069	-32974.686	-4.104873	217.70487	-2.3699492	125.69195	-0.5	0.5	28405.377
14800000	3051.2079	-32953.985	-3.974159	217.57416	-2.2944814	125.61648	-0.5	0.5	28338.459
14825000	2996.2545	-32976.382	-4.0934632	217.69346	-2.3633617	125.68536	-0.5	0.5	28399.533
14850000	2979.2373	-32982.92	-4.0057827	217.60578	-2.3127394	125.63474	-0.5	0.5	28354.641
14875000	3069.8571	-32935.691	-4.0713885	217.67139	-2.3506169	125.67262	-0.5	0.5	28388.227
14900000	2957.2341	-33011.38	-4.0470969	217.6471	-2.3365921	125.65859	-0.5	0.5	28375.789
14925000	3037.5257	-32987.322	-4.0532109	217.65321	-2.3401221	125.66212	-0.5	0.5	28378.92
14950000	3040.8078	-32955.872	-4.0828838	217.68288	-2.3572537	125.67925	-0.5	0.5	28394.114
14975000	3065.812	-32949.667	-4.0404802	217.64048	-2.332772	125.65477	-0.5	0.5	28372.402
15000000	2982.8362	-32943.469	-4.1153777	217.71538	-2.3760141	125.69801	-0.5	0.5	28410.758
15025000	3121.2612	-32863.608	-4.023343	217.62334	-2.3228778	125.64488	-0.5	0.5	28363.629
15050000	3083.0428	-32865.289	-4.1477084	217.74771	-2.3946802	125.71668	-0.5	0.5	28427.324
15075000	3032.7923	-32943.462	-4.0218599	217.62186	-2.3220216	125.64402	-0.5	0.5	28362.87
15100000	3051.6751	-32865.222	-4.1450731	217.74507	-2.3931587	125.71516	-0.5	0.5	28425.973
15125000	3103.0147	-32903.5	-4.038931	217.63893	-2.3318776	125.65388	-0.5	0.5	28371.609
15150000	3021.1712	-32937.606	-4.1730738	217.77307	-2.409325	125.73132	-0.5	0.5	28440.324
15175000	3161.8558	-32799.717	-4.0370334	217.63703	-2.330782	125.65278	-0.5	0.5	28370.637
15200000	3018.57	-32899.437	-4.189072	217.78907	-2.4185615	125.74056	-0.5	0.5	28448.524
15225000	3057.2033	-32880.814	-4.0375566	217.63756	-2.331084	125.65308	-0.5	0.5	28370.905
15250000	3007.7896	-32916.814	-4.1981668	217.79817	-2.4238124	125.74581	-0.5	0.5	28453.187
15275000	3217.1263	-32814.655	-4.0572365	217.65724	-2.3424462	125.66445	-0.5	0.5	28380.981
15300000	3172.5537	-32812.416	-4.1880748	217.78807	-2.4179858	125.73999	-0.5	0.5	28448.013
15325000	3131.3211	-32827.074	-4.0997778	217.69978	-2.3670075	125.68901	-0.5	0.5	28402.767
15350000	3104.0247	-32828.712	-4.1464671	217.74647	-2.3939635	125.71596	-0.5	0.5	28426.688
15375000	3032.8597	-32913.2	-4.1814031	217.7814	-2.4141339	125.73613	-0.5	0.5	28444.593
15400000	3087.0847	-32892.144	-4.0861873	217.68619	-2.359161	125.68116	-0.5	0.5	28395.806
15425000	3032.9238	-32890.509	-4.2400864	217.84009	-2.4480147	125.77001	-0.5	0.5	28474.682
15450000	3166.1634	-32848.215	-4.0703095	217.67031	-2.349994	125.67199	-0.5	0.5	28387.675
15475000	3133.1109	-32821.125	-4.269926	217.86993	-2.4652426	125.78724	-0.5	0.5	28489.988
15500000	3153.6431	-32847.75	-4.068057	217.66806	-2.3486935	125.67069	-0.5	0.5	28386.521
15525000	3120.2601	-32800.793	-4.2727805	217.87278	-2.4668906	125.78889	-0.5	0.5	28491.452
15550000	3109.3083	-32818.028	-4.0845495	217.68455	-2.3582154	125.68022	-0.5	0.5	28394.967
15575000	3159.8055	-32782.174	-4.2707647	217.87076	-2.4657268	125.78773	-0.5	0.5	28490.418
15600000	3156.4073	-32801.955	-4.1087573	217.70876	-2.3721918	125.69419	-0.5	0.5	28407.367
15625000	3124.8076	-32789.292	-4.2671378	217.86714	-2.4636328	125.78563	-0.5	0.5	28488.558
15650000	3164.2593	-32818.352	-4.1344886	217.73449	-2.3870478	125.70905	-0.5	0.5	28420.55
15675000	3200.2888	-32765.083	-4.2444879	217.84449	-2.4505559	125.77256	-0.5	0.5	28476.94
15700000	3214.6625	-32749.412	-4.1895466	217.78955	-2.4188355	125.74084	-0.5	0.5	28448.768
15725000	3129.9672	-32782.424	-4.2237308	217.82373	-2.4385718	125.76057	-0.5	0.5	28466.294
15750000	3152.1736	-32771.187	-4.2162352	217.81624	-2.4342442	125.75624	-0.5	0.5	28462.451
15775000	3164.448	-32752.988	-4.2165072	217.81651	-2.4344012	125.7564	-0.5	0.5	28462.59
15800000	3206.7868	-32734.106	-4.2496859	217.84969	-2.4535569	125.77556	-0.5	0.5	28479.606
15825000	3254.698	-32682.172	-4.1889497	217.78895	-2.4184909	125.74049	-0.5	0.5	28448.462
15850000	3171.1995	-32742.305	-4.2902902	217.89029	-2.4769999	125.799	-0.5	0.5	28500.436
15875000	3227.8917	-32711.347	-4.1881296	217.78813	-2.4180174	125.74002	-0.5	0.5	28448.041
15900000	3142.5875	-32716.11	-4.3063353	217.90634	-2.4862635	125.80826	-0.5	0.5	28508.669
15925000	3174.784	-32741.114	-4.1797442	217.77974	-2.4131761	125.73518	-0.5	0.5	28443.743
15950000	3243.2341	-32688.365	-4.339386	217.93939	-2.5053453	125.82735	-0.5	0.5	28525.633
15975000	3194.4983	-32768.629	-4.1754286	217.77543	-2.4106845	125.73268	-0.5	0.5	28441.531
16000000	3191.4503	-32700.438	-4.3570466	217.95705	-2.5155417	125.83754	-0.5	0.5	28534.699
16025000	3162.2944	-32766.806	-4.1579332	217.75793	-2.4005835	125.72258	-0.5	0.5	28432.564
16050000	3373.6927	-32573.659	-4.3971949	217.99719	-2.5387213	125.86072	-0.5	0.5	28555.316
16075000	3231.3005	-32715.109	-4.1476793	217.74768	-2.3946634	125.71666	-0.5	0.5	28427.309
16100000	3247.325	-32656.38	-4.4116132	218.01161	-2.5470457	125.86905	-0.5	0.5	28562.721
16125000	3186.9312	-32701.014	-4.1761862	217.77619	-2.4111219	125.73312	-0.5	0.5	28441.919
16150000	3200.5654	-32704.007	-4.3619859	217.96199	-2.5183934	125.84039	-0.5	0.5	28537.235
16175000	3309.5059	-32624.689	-4.2891887	217.88919	-2.4763639	125.79836	-0.5	0.5	28499.871
16200000	3246.7818	-32658.852	-4.2680019	217.868	-2.4641317	125.78613	-0.5	0.5	28489.001
16225000	3287.4754	-32601.177	-4.3606614	217.96066	-2.5176287	125.83963	-0.5	0.5	28536.555
16250000	3269.5228	-32635.11	-4.2545742	217.85457	-2.4563792	125.77838	-0.5	0.5	28482.113
16275000	3327.2756	-32622.76	-4.38336	217.98336	-2.5307337	125.85273	-0.5	0.5	28548.211
16300000	3258.6571	-32669.394	-4.2568234	217.85682	-2.4576778	125.77968	-0.5	0.5	28483.267
16325000	3328.5196	-32605.54	-4.39644	217.99644	-2.5382855	125.86029	-0.5	0.5	28554.928
16350000	3325.6631	-32619.465	-4.2635991	217.8636	-2.4615897	125.78359	-0.5	0.5	28486.742
16375000	3327.1992	-32541.69	-4.4047284	218.00473	-2.5430707	125.86507	-0.5	0.5	28559.185
16400000	3352.4304	-32544.379	-4.2639625	217.86396	-2.4617995	125.7838	-0.5	0.5	28486.929
16425000	3266.5358	-32585.022	-4.4091021	218.0091	-2.5455959	125.8676	-0.5	0.5	28561.431
16450000	3348.1861	-32588.496	-4.2841759	217.88418	-2.4734698	125.79547	-0.5	0.5	28497.299
16475000	3346.0845	-32571.42	-4.4169629	218.01696	-2.5501343	125.87213	-0.5	0.5	28565.469
16500000	3324.359	-32568.608	-4.3131438	217.91314	-2.4901944	125.81219	-0.5	0.5	28512.164
16525000	3302.5169	-32576.045	-4.4049259	218.00493	-2.5431848	125.86518	-0.5	0.5	28559.286
16550000	3391.5845	-32543.294	-4.346908	217.94691	-2.5096881	125.83169	-0.5	0.5	28529.494
16575000	3373.2174	-32529.61	-4.3785354	217.97854	-2.5279483	125.84995	-0.5	0.5	28545.733
16600000	3339.0747	-32568.236	-4.3871123	217.98711	-2.5329001	125.8549	-0.5	0.5	28550.137
16625000	3313.6442	-32607.705	-4.3534489	217.95345	-2.5134646	125.83546	-0.5	0.5	28532.852
16650000	3314.9268	-32578.241	-4.4341171	218.03412	-2.5600384	125.88204	-0.5	0.5	28574.282
16675000	3399.469	-32574.2	-4.3345193	217.93452	-2.5025355	125.82454	-0.5	0.5	28523.135
16700000	3414.2601	-32521.598	-4.4716163	218.07162	-2.5816885	125.90369	-0.5	0.5	28593.551
16725000	3400.317	-32528.386	-4.3012377	217.90124	-2.4833204	125.80532	-0.5	0.5	28506.054
16750000	3359.841	-32559.923	-4.5209624	218.12096	-2.6101785	125.93218	-0.5	0.5	28618.918
16775000	3452.7437	-32529.855	-4.2729677	217.87297	-2.4669987	125.789	-0.5	0.5	28491.549
16800000	3369.2524	-32469.661	-4.5659569	218.16596	-2.6361561	125.95816	-0.5	0.5	28642.057
16825000	3498.3928	-32487.504	-4.2572945	217.85729	-2.4579498	125.77995	-0.5	0.5	28483.508
16850000	3426.7821	-32427.716	-4.5776522	218.17765	-2.6429084	125.96491	-0.5	0.5	28648.073
16875000	3483.6687	-32482.275	-4.3068405	217.90684	-2.4865552	125.80856	-0.5	0.5	28508.929
16900000	3492.9791	-32404.578	-4.5157002	218.1157	-2.6071404	125.92914	-0.5	0.5	28616.212
16925000	3413.4636	-32476.725	-4.3959654	217.99597	-2.5380115	125.86001	-0.5	0.5	28554.684
16950000	3449.0351	-32416.434	-4.4580064	218.05801	-2.5738308	125.89583	-0.5	0.5	28586.557
16975000	3339.3647	-32505.73	-4.4480723	218.04807	-2.5680954	125.8901	-0.5	0.5	28581.452
17000000	3386.0898	-32493.477	-4.4382877	218.03829	-2.5624462	125.88445	-0.5	0.5	28576.425
17025000	3544.2868	-32403.326	-4.4794838	218.07948	-2.5862308	125.90823	-0.5	0.5	28597.595
17050000	3401.733	-32479.923	-4.4364211	218.03642	-2.5613686	125.88337	-0.5	0.5	28575.466
17075000	3483.2243	-32429.741	-4.5037241	218.10372	-2.600226	125.92223	-0.5	0.5	28610.055
17100000	3513.3454	-32417.562	-4.4289222	218.02892	-2.5570391	125.87904	-0.5	0.5	28571.613
17125000	3434.6162	-32437.857	-4.5145542	218.11455	-2.6064787	125.92848	-0.5	0.5	28615.623
17150000	3468.8301	-32423.337	-4.4432672	218.04327	-2.5653211	125.88732	-0.5	0.5	28578.983
17175000	3496.4072	-32369.998	-4.5197007	218.1197	-2.6094501	125.93145	-0.5	0.5	28618.269
17200000	3505.3245	-32416.616	-4.4505716	218.05057	-2.5695383	125.89154	-0.5	0.5	28582.736
17225000	3527.1589	-32341.555	-4.5230678	218.12307	-2.6113941	125.93339	-0.5	0.5	28620
17250000	3454.6004	-32418.665	-4.4676454	218.06765	-2.5793959	125.9014	-0.5	0.5	28591.51
17275000	3539.8673	-32339.553	-4.5285903	218.12859	-2.6145825	125.93658	-0.5	0.5	28622.84
17300000	3501.0934	-32375.061	-4.4840737	218.08407	-2.5888808	125.91088	-0.5	0.5	28599.954
17325000	3518.3707	-32364.124	-4.5221513	218.12215	-2.6108649	125.93286	-0.5	0.5	28619.529
17350000	3537.5775	-32375.86	-4.5210187	218.12102	-2.610211	125.93221	-0.5	0.5	28618.947
17375000	3522.895	-32359.57	-4.4997113	218.09971	-2.5979091	125.91991	-0.5	0.5	28607.992
17400000	3437.8106	-32344.724	-4.5713221	218.17132	-2.6392537	125.96125	-0.5	0.5	28644.817
17425000	3460.336	-32399.351	-4.4547155	218.05472	-2.5719308	125.89393	-0.5	0.5	28584.866
17450000	3528.842	-32331.371	-4.6413249	218.24132	-2.6796698	126.00167	-0.5	0.5	28680.838
17475000	3613.7378	-32290.449	-4.4098557	218.00986	-2.546031	125.86803	-0.5	0.5	28561.819
17500000	3516.5008	-32315.822	-4.6771976	218.2772	-2.7003809	126.02238	-0.5	0.5	28699.305
17525000	3583.1139	-32291.172	-4.404456	218.00446	-2.5429135	125.86491	-0.5	0.5	28559.045
17550000	3546.9315	-32313.84	-4.7017796	218.30178	-2.7145733	126.03657	-0.5	0.5	28711.964
17575000	3545.4606	-32331.705	-4.4147393	218.01474	-2.5488505	125.87085	-0.5	0.5	28564.327
17600000	3551.8527	-32240.798	-4.6918585	218.29186	-2.7088454	126.03085	-0.5	0.5	28706.855
17625000	3493.2665	-32359.552	-4.4648138	218.06481	-2.5777611	125.89976	-0.5	0.5	28590.055
17650000	3573.1585	-32302.138	-4.6619676	218.26197	-2.6915879	126.01359	-0.5	0.5	28691.464
17675000	3598.1209	-32254.523	-4.4981548	218.09815	-2.5970105	125.91901	-0.5	0.5	28607.192
17700000	3535.9276	-32265.141	-4.6321528	218.23215	-2.6743743	125.99637	-0.5	0.5	28676.117
17725000	3543.2293	-32298.595	-4.5513468	218.15135	-2.627721	125.94972	-0.5	0.5	28634.543
17750000	3602.3657	-32280.553	-4.6122622	218.21226	-2.6628904	125.98489	-0.5	0.5	28665.881
17775000	3595.0682	-32266.406	-4.5887977	218.1888	-2.6493432	125.97134	-0.5	0.5	28653.807
17800000	3624.445	-32235.979	-4.5830843	218.18308	-2.6460446	125.96804	-0.5	0.5	28650.868
17825000	3633.7861	-32213.483	-4.6401267	218.24013	-2.678978	126.00098	-0.5	0.5	28680.221
17850000	3550.516	-32321.905	-4.5622366	218.16224	-2.6340081	125.95601	-0.5	0.5	28640.144
17875000	3557.5309	-32245.314	-4.6721834	218.27218	-2.697486	126.01949	-0.5	0.5	28696.724
17900000	3603.6704	-32290.343	-4.5488912	218.14889	-2.6263032	125.9483	-0.5	0.5	28633.28
17925000	3584.3377	-32240.929	-4.6855972	218.2856	-2.7052304	126.02723	-0.5	0.5	28703.631
17950000	3670.4834	-32189.2	-4.5586289	218.15863	-2.6319252	125.95393	-0.5	0.5	28638.288
17975000	3650.4636	-32156.375	-4.6980873	218.29809	-2.7124416	126.03444	-0.5	0.5	28710.062
18000000	3627.1532	-32210.705	-4.5622527	218.16225	-2.6340175	125.95602	-0.5	0.5	28640.152
18025000	3648.8813	-32191.252	-4.7103012	218.3103	-2.7194933	126.04149	-0.5	0.5	28716.353
18050000	3745.8712	-32138.673	-4.5746295	218.17463	-2.6411632	125.96316	-0.5	0.5	28646.518
18075000	3587.4422	-32228.541	-4.7029549	218.30295	-2.7152519	126.03725	-0.5	0.5	28712.569
18100000	3627.2645	-32178.871	-4.6015128	218.20151	-2.6566843	125.97868	-0.5	0.5	28660.349
18125000	3626.5775	-32202.752	-4.6957955	218.2958	-2.7111184	126.03312	-0.5	0.5	28708.882
18150000	3659.0194	-32142.676	-4.656264	218.25626	-2.6882949	126.01029	-0.5	0.5	28688.528
18175000	3731.9049	-32124.068	-4.6435232	218.24352	-2.680939	126.00294	-0.5	0.5	28681.97
18200000	3643.5654	-32179.108	-4.7375082	218.33751	-2.7352012	126.0572	-0.5	0.5	28730.367
18225000	3689.1206	-32189.476	-4.5803346	218.18033	-2.6444571	125.96646	-0.5	0.5	28649.453
18250000	3647.2735	-32167.466	-4.7982158	218.39822	-2.7702508	126.09225	-0.5	0.5	28761.651
18275000	3712.9261	-32140.416	-4.5677782	218.16778	-2.6372076	125.95921	-0.5	0.5	28642.994
18300000	3714.562	-32127.643	-4.8079595	218.40796	-2.7758763	126.09788	-0.5	0.5	28766.673
18325000	3690.3711	-32169.077	-4.5796895	218.17969	-2.6440846	125.96608	-0.5	0.5	28649.121
18350000	3700.1059	-32132.842	-4.7881926	218.38819	-2.7644639	126.08646	-0.5	0.5	28756.484
18375000	3684.8645	-32185.833	-4.6304124	218.23041	-2.6733695	125.99537	-0.5	0.5	28675.221
18400000	3727.2071	-32108.586	-4.7581829	218.35818	-2.7471378	126.06914	-0.5	0.5	28741.019
18425000	3667.0073	-32201.534	-4.673821	218.27382	-2.6984314	126.02043	-0.5	0.5	28697.567
18450000	3722.0898	-32119.214	-4.7382615	218.33826	-2.7356361	126.05764	-0.5	0.5	28730.755
18475000	3718.4511	-32091.905	-4.7050948	218.30509	-2.7164873	126.03849	-0.5	0.5	28713.671
18500000	3711.1183	-32106.096	-4.736986	218.33699	-2.7348997	126.0569	-0.5	0.5	28730.098
18525000	3808.8978	-32036.925	-4.7269606	218.32696	-2.7291116	126.05111	-0.5	0.5	28724.934
18550000	3758.5491	-32083.68	-4.738293	218.33829	-2.7356544	126.05765	-0.5	0.5	28730.772
18575000	3732.5247	-32090.946	-4.7336227	218.33362	-2.732958	126.05496	-0.5	0.5	28728.366
18600000	3801.9003	-32001.333	-4.7533286	218.35333	-2.7443352	126.06634	-0.5	0.5	28738.518
18625000	3753.4829	-32040.858	-4.7412316	218.34123	-2.737351	126.05935	-0.5	0.5	28732.286
18650000	3782.6873	-32051.772	-4.7552505	218.35525	-2.7454447	126.06744	-0.5	0.5	28739.508
18675000	3730.7468	-32089.452	-4.7582346	218.35823	-2.7471676	126.06917	-0.5	0.5	28741.046
18700000	3679.5225	-32023.259	-4.7462904	218.34629	-2.7402717	126.06227	-0.5	0.5	28734.892
18725000	3813.223	-32057.475	-4.7855092	218.38551	-2.7629146	126.08491	-0.5	0.5	28755.101
18750000	3784.9731	-32004.545	-4.7325146	218.33251	-2.7323182	126.05432	-0.5	0.5	28727.795
18775000	3808.07	-32029.57	-4.8262849	218.42628	-2.7864565	126.10846	-0.5	0.5	28776.121
18800000	3845.5537	-32027.028	-4.7169893	218.31699	-2.7233546	126.04535	-0.5	0.5	28719.798
18825000	3822.1018	-31982.187	-4.8602324	218.46023	-2.8060561	126.12806	-0.5	0.5	28793.626
18850000	3767.0331	-31977.837	-4.7001914	218.30019	-2.7136564	126.03566	-0.5	0.5	28711.146
18875000	3874.7801	-31970.289	-4.887656	218.48766	-2.8218891	126.14389	-0.5	0.5	28807.771
18900000	3853.403	-32023.405	-4.6866054	218.28661	-2.7058125	126.02781	-0.5	0.5	28704.15
18925000	3892.4104	-31931.34	-4.9126348	218.51263	-2.8363106	126.15831	-0.5	0.5	28820.658
18950000	3797.822	-32030.638	-4.6991205	218.29912	-2.7130381	126.03504	-0.5	0.5	28710.594
18975000	3741.6942	-31975.57	-4.8994144	218.49941	-2.8286778	126.15068	-0.5	0.5	28813.837
19000000	3828.8748	-31966.853	-4.7267775	218.32678	-2.7290059	126.05101	-0.5	0.5	28724.839
19025000	3776.8718	-32001.91	-4.8887074	218.48871	-2.8224962	126.1445	-0.5	0.5	28808.313
19050000	3888.5607	-31969.036	-4.7745333	218.37453	-2.7565777	126.07858	-0.5	0.5	28749.445
19075000	3908.8342	-31903.311	-4.8512394	218.45124	-2.800864	126.12286	-0.5	0.5	28788.988
19100000	3855.7691	-31946.782	-4.8310483	218.43105	-2.7892066	126.11121	-0.5	0.5	28778.577
19125000	3806.8741	-31978.967	-4.8119607	218.41196	-2.7781864	126.10019	-0.5	0.5	28768.736
19150000	3896.0324	-31907.273	-4.8689777	218.46898	-2.8111052	126.13311	-0.5	0.5	28798.136
19175000	3909.354	-31900.251	-4.8048059	218.40481	-2.7740556	126.09606	-0.5	0.5	28765.047
19200000	3905.9211	-31893.285	-4.8886475	218.48865	-2.8224615	126.14446	-0.5	0.5	28808.282
19225000	3908.8176	-31915.988	-4.8096354	218.40964	-2.7768439	126.09884	-0.5	0.5	28767.537
19250000	3862.8264	-31879.758	-4.8967484	218.49675	-2.8271386	126.14914	-0.5	0.5	28812.462
19275000	3970.1848	-31846.107	-4.8176484	218.41765	-2.7814702	126.10347	-0.5	0.5	28771.668
19300000	3939.0742	-31845.186	-4.9158515	218.51585	-2.8381678	126.16017	-0.5	0.5	28822.318
19325000	3789.3366	-31966.174	-4.8221215	218.42212	-2.7840528	126.10605	-0.5	0.5	28773.974
19350000	3905.5865	-31872.532	-4.9264527	218.52645	-2.8442884	126.16629	-0.5	0.5	28827.788
19375000	3895.573	-31905.626	-4.8284712	218.42847	-2.7877188	126.10972	-0.5	0.5	28777.248
19400000	3891.9175	-31877.388	-4.9404872	218.54049	-2.8523912	126.17439	-0.5	0.5	28835.031
19425000	3903.3244	-31878.813	-4.8268711	218.42687	-2.7867949	126.10879	-0.5	0.5	28776.423
19450000	4002.9027	-31818.801	-4.9388711	218.53887	-2.8514582	126.17346	-0.5	0.5	28834.197
19475000	3956.7195	-31892.62	-4.850011	218.45001	-2.8001548	126.12215	-0.5	0.5	28788.355
19500000	3911.107	-31871.847	-4.9392797	218.53928	-2.851694	126.17369	-0.5	0.5	28834.408
